assertion_id,pathway_id,node_ref,element_type,element_name,slot,mods,mode,flags,assertion_class,schedule_bearing,library_value
npc-crt:n1:interval_duration,npc-crt,n1,interval,Recovery and first scan,Interval: Recovery and first scan,,,,interval_duration,Y,12 weeks (Recovery and first scan)
npc-crt:n2:agents,npc-crt,n2,phase,Surveillance,Phase 2 (Surveillance; ongoing),Surveillance,ongoing,open-ended,agents,Y,Surveillance [Surveillance] {Surveillance}
npc-crt:n2:frequency_text,npc-crt,n2,phase,Surveillance,Phase 2 (Surveillance; ongoing),Surveillance,ongoing,open-ended,frequency_text,N,Exams and EBV blood tests every 3 months in the first year
npc-crt:pathway:sequence,npc-crt,pathway,pathway,Nasopharyngeal cancer: concurrent cisplatin + radiation (no induction),Sequence of steps,,,,sequence,N,Radiation with cisplatin (chemoradiation) -> Recovery and first scan -> Surveillance
kn689:n0:agents,kn689,n0,phase,Pembrolizumab (Keytruda),Phase 1 (Immunotherapy; cycles),Immunotherapy,cycles,,agents,Y,Pembrolizumab (Keytruda) [Pembrolizumab] {Immunotherapy}
kn689:n0:cycle_length,kn689,n0,phase,Pembrolizumab (Keytruda),Phase 1 (Immunotherapy; cycles),Immunotherapy,cycles,,cycle_length,Y,21 days
kn689:n0:n_cycles,kn689,n0,phase,Pembrolizumab (Keytruda),Phase 1 (Immunotherapy; cycles),Immunotherapy,cycles,,n_cycles,Y,2
kn689:n1:interval_duration,kn689,n1,interval,Recovery before surgery,Interval: Recovery before surgery,,,,interval_duration,Y,3 weeks (Recovery before surgery)
kn689:n2:procedure_identity,kn689,n2,procedure,Surgery,Procedure (Surgery),Surgery,,,procedure_identity,N,Surgery {Surgery}
kn689:n3:interval_duration,kn689,n3,interval,Healing after surgery,Interval: Healing after surgery,,,,interval_duration,Y,5 weeks (Healing after surgery)
kn689:n4:agents,kn689,n4,phase,Pembrolizumab with radiation (cisplatin added for higher-risk pathology),Phase 2 (Immunotherapy; Radiation; cycles),Immunotherapy; Radiation,cycles,,agents,Y,Pembrolizumab with radiation (cisplatin added for higher-risk pathology) [Pembrolizumab + radiation] {Immunotherapy; Radiation}
kn689:n4:cycle_length,kn689,n4,phase,Pembrolizumab with radiation (cisplatin added for higher-risk pathology),Phase 2 (Immunotherapy; Radiation; cycles),Immunotherapy; Radiation,cycles,,cycle_length,Y,21 days
kn689:n4:n_cycles,kn689,n4,phase,Pembrolizumab with radiation (cisplatin added for higher-risk pathology),Phase 2 (Immunotherapy; Radiation; cycles),Immunotherapy; Radiation,cycles,,n_cycles,Y,3
kn689:n5:agents,kn689,n5,phase,Pembrolizumab (Keytruda),Phase 3 (Immunotherapy; cycles),Immunotherapy,cycles,,agents,Y,Pembrolizumab (Keytruda) [Pembrolizumab] {Immunotherapy}
kn689:n5:cycle_length,kn689,n5,phase,Pembrolizumab (Keytruda),Phase 3 (Immunotherapy; cycles),Immunotherapy,cycles,,cycle_length,Y,21 days
kn689:n5:n_cycles,kn689,n5,phase,Pembrolizumab (Keytruda),Phase 3 (Immunotherapy; cycles),Immunotherapy,cycles,,n_cycles,Y,12
kn689:n6:agents,kn689,n6,phase,Surveillance,Phase 4 (Surveillance; ongoing),Surveillance,ongoing,open-ended,agents,Y,Surveillance [Surveillance] {Surveillance}
kn689:n6:frequency_text,kn689,n6,phase,Surveillance,Phase 4 (Surveillance; ongoing),Surveillance,ongoing,open-ended,frequency_text,N,"Exams every 2 to 3 months in the first year, then less often"
kn689:pathway:sequence,kn689,pathway,pathway,"KEYNOTE-689: pembrolizumab, surgery, pembrolizumab + radiation (± cisplatin), pembrolizumab",Sequence of steps,,,,sequence,N,Pembrolizumab (Keytruda) -> Recovery before surgery -> Surgery -> Healing after surgery -> Pembrolizumab with radiation (cisplatin added for higher-risk pathology) -> Pembrolizumab (Keytruda) -> Surveillance
npc:n0:agents,npc,n0,phase,Gemcitabine + cisplatin (induction),Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,agents,Y,Gemcitabine + cisplatin (induction) [Gem/cis chemo] {Chemotherapy}
npc:n0:cycle_length,npc,n0,phase,Gemcitabine + cisplatin (induction),Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,cycle_length,Y,21 days
npc:n0:n_cycles,npc,n0,phase,Gemcitabine + cisplatin (induction),Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,n_cycles,Y,3
npc:n0:visit_days,npc,n0,phase,Gemcitabine + cisplatin (induction),Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,visit_days,Y,day 1: Gemcitabine and cisplatin | day 8: Gemcitabine
npc:n1:agents,npc,n1,phase,Radiation with cisplatin (chemoradiation),Phase 2 (Radiation; Chemotherapy; weekdays),Radiation; Chemotherapy,weekdays,,agents,Y,Radiation with cisplatin (chemoradiation) [Radiation + cisplatin] {Radiation; Chemotherapy}
npc:n1:duration,npc,n1,phase,Radiation with cisplatin (chemoradiation),Phase 2 (Radiation; Chemotherapy; weekdays),Radiation; Chemotherapy,weekdays,,duration,Y,7 weeks (weekdays)
npc:n2:interval_duration,npc,n2,interval,Recovery and first scan,Interval: Recovery and first scan,,,,interval_duration,Y,12 weeks (Recovery and first scan)
npc:n3:agents,npc,n3,phase,Surveillance,Phase 3 (Surveillance; ongoing),Surveillance,ongoing,open-ended,agents,Y,Surveillance [Surveillance] {Surveillance}
npc:n3:frequency_text,npc,n3,phase,Surveillance,Phase 3 (Surveillance; ongoing),Surveillance,ongoing,open-ended,frequency_text,N,Exams and EBV blood tests every 3 months in the first year
npc:pathway:sequence,npc,pathway,pathway,"Nasopharyngeal cancer: gemcitabine/cisplatin ×3, then cisplatin + radiation",Sequence of steps,,,,sequence,N,Gemcitabine + cisplatin (induction) -> Radiation with cisplatin (chemoradiation) -> Recovery and first scan -> Surveillance
npc-adj:n0:agents,npc-adj,n0,phase,Radiation with cisplatin (chemoradiation),Phase 1 (Radiation; Chemotherapy; weekdays),Radiation; Chemotherapy,weekdays,,agents,Y,Radiation with cisplatin (chemoradiation) [Radiation + cisplatin] {Radiation; Chemotherapy}
npc-adj:n0:duration,npc-adj,n0,phase,Radiation with cisplatin (chemoradiation),Phase 1 (Radiation; Chemotherapy; weekdays),Radiation; Chemotherapy,weekdays,,duration,Y,7 weeks (weekdays)
npc-adj:n1:interval_duration,npc-adj,n1,interval,Recovery,Interval: Recovery,,,,interval_duration,Y,4 weeks (Recovery)
npc-adj:n2:agents,npc-adj,n2,phase,Cisplatin + 5-FU (adjuvant),Phase 2 (Chemotherapy; cycles),Chemotherapy,cycles,,agents,Y,Cisplatin + 5-FU (adjuvant) [Cisplatin + 5-FU] {Chemotherapy}
npc-adj:n2:cycle_length,npc-adj,n2,phase,Cisplatin + 5-FU (adjuvant),Phase 2 (Chemotherapy; cycles),Chemotherapy,cycles,,cycle_length,Y,28 days
npc-adj:n2:n_cycles,npc-adj,n2,phase,Cisplatin + 5-FU (adjuvant),Phase 2 (Chemotherapy; cycles),Chemotherapy,cycles,,n_cycles,Y,3
npc-adj:n2:visit_days,npc-adj,n2,phase,Cisplatin + 5-FU (adjuvant),Phase 2 (Chemotherapy; cycles),Chemotherapy,cycles,,visit_days,Y,"day 1: Cisplatin, then a 5-FU pump worn for 4 days"
npc-adj:n3:interval_duration,npc-adj,n3,interval,Recovery and first scan,Interval: Recovery and first scan,,,,interval_duration,Y,8 weeks (Recovery and first scan)
npc-adj:n4:agents,npc-adj,n4,phase,Surveillance,Phase 3 (Surveillance; ongoing),Surveillance,ongoing,open-ended,agents,Y,Surveillance [Surveillance] {Surveillance}
npc-adj:n4:frequency_text,npc-adj,n4,phase,Surveillance,Phase 3 (Surveillance; ongoing),Surveillance,ongoing,open-ended,frequency_text,N,Exams and EBV blood tests every 3 months in the first year
npc-adj:pathway:sequence,npc-adj,pathway,pathway,"Nasopharyngeal cancer: cisplatin + radiation, then adjuvant cisplatin + 5-FU ×3",Sequence of steps,,,,sequence,N,Radiation with cisplatin (chemoradiation) -> Recovery -> Cisplatin + 5-FU (adjuvant) -> Recovery and first scan -> Surveillance
hn-postop:n0:procedure_identity,hn-postop,n0,procedure,Surgery,Procedure (Surgery),Surgery,,,procedure_identity,N,Surgery {Surgery}
hn-postop:n1:interval_duration,hn-postop,n1,interval,Healing after surgery,Interval: Healing after surgery,,,,interval_duration,Y,5 weeks (Healing after surgery)
hn-postop:n2:decision_condition,hn-postop,n2,decision,Pathology results,Decision 1,,,,decision_condition,N,What did the pathology report show?
hn-postop:n2:branch_set,hn-postop,n2,decision,Pathology results,Decision 1,,,,branch_set,N,Positive margins or extranodal extension | Other risk features
hn-postop:n2.b0.n0:agents,hn-postop,n2.b0.n0,phase,Radiation with cisplatin,Phase 1 (Radiation; Chemotherapy; weekdays) [branch: Positive margins or extranodal extension],Radiation; Chemotherapy,weekdays,,agents,Y,Radiation with cisplatin [Radiation + cisplatin] {Radiation; Chemotherapy} [branch: Positive margins or extranodal extension]
hn-postop:n2.b0.n0:duration,hn-postop,n2.b0.n0,phase,Radiation with cisplatin,Phase 1 (Radiation; Chemotherapy; weekdays) [branch: Positive margins or extranodal extension],Radiation; Chemotherapy,weekdays,,duration,Y,6 weeks (weekdays)
hn-postop:n2.b1.n0:agents,hn-postop,n2.b1.n0,phase,Radiation alone,Phase 2 (Radiation; weekdays) [branch: Other risk features],Radiation,weekdays,,agents,Y,Radiation alone [Radiation] {Radiation} [branch: Other risk features]
hn-postop:n2.b1.n0:duration,hn-postop,n2.b1.n0,phase,Radiation alone,Phase 2 (Radiation; weekdays) [branch: Other risk features],Radiation,weekdays,,duration,Y,6 weeks (weekdays)
hn-postop:pathway:sequence,hn-postop,pathway,pathway,"Surgery, then radiation with or without cisplatin (pathology-guided)",Sequence of steps,,,,sequence,N,Surgery -> Healing after surgery -> Decision(Pathology results){Positive margins or extranodal extension: [Radiation with cisplatin]; Other risk features: [Radiation alone]}
hn-crt:n0:agents,hn-crt,n0,phase,Radiation with cisplatin (chemoradiation),Phase 1 (Radiation; Chemotherapy; weekdays),Radiation; Chemotherapy,weekdays,,agents,Y,Radiation with cisplatin (chemoradiation) [Radiation + cisplatin] {Radiation; Chemotherapy}
hn-crt:n0:duration,hn-crt,n0,phase,Radiation with cisplatin (chemoradiation),Phase 1 (Radiation; Chemotherapy; weekdays),Radiation; Chemotherapy,weekdays,,duration,Y,7 weeks (weekdays)
hn-crt:n1:interval_duration,hn-crt,n1,interval,Recovery and first scan,Interval: Recovery and first scan,,,,interval_duration,Y,12 weeks (Recovery and first scan)
hn-crt:n2:decision_condition,hn-crt,n2,decision,Scan at 12 weeks,Decision 1,,,,decision_condition,N,What did the scan show?
hn-crt:n2:branch_set,hn-crt,n2,decision,Scan at 12 weeks,Decision 1,,,,branch_set,N,Complete response | Lymph nodes remain
hn-crt:n2.b0.n0:agents,hn-crt,n2.b0.n0,phase,Surveillance,Phase 2 (Surveillance; ongoing) [branch: Complete response],Surveillance,ongoing,open-ended,agents,Y,Surveillance [Surveillance] {Surveillance} [branch: Complete response]
hn-crt:n2.b0.n0:frequency_text,hn-crt,n2.b0.n0,phase,Surveillance,Phase 2 (Surveillance; ongoing) [branch: Complete response],Surveillance,ongoing,open-ended,frequency_text,N,"Exams every 2 to 3 months in the first year, then less often"
hn-crt:n2.b1.n0:procedure_identity,hn-crt,n2.b1.n0,procedure,Neck surgery (neck dissection),Procedure (Surgery) [branch: Lymph nodes remain],Surgery,,,procedure_identity,N,Neck surgery (neck dissection) {Surgery} [branch: Lymph nodes remain]
hn-crt:n2.b1.n1:interval_duration,hn-crt,n2.b1.n1,interval,Healing after surgery,Interval: Healing after surgery [branch: Lymph nodes remain],,,,interval_duration,Y,6 weeks (Healing after surgery) [branch: Lymph nodes remain]
hn-crt:pathway:sequence,hn-crt,pathway,pathway,Definitive chemoradiation: cisplatin + radiation (7 weeks),Sequence of steps,,,,sequence,N,Radiation with cisplatin (chemoradiation) -> Recovery and first scan -> Decision(Scan at 12 weeks){Complete response: [Surveillance]; Lymph nodes remain: [Neck surgery (neck dissection) -> Healing after surgery]}
nadina:n0:agents,nadina,n0,phase,Ipilimumab (Yervoy) + nivolumab (Opdivo),Phase 1 (Immunotherapy; cycles),Immunotherapy,cycles,,agents,Y,Ipilimumab (Yervoy) + nivolumab (Opdivo) [Ipilimumab + nivolumab] {Immunotherapy}
nadina:n0:cycle_length,nadina,n0,phase,Ipilimumab (Yervoy) + nivolumab (Opdivo),Phase 1 (Immunotherapy; cycles),Immunotherapy,cycles,,cycle_length,Y,21 days
nadina:n0:n_cycles,nadina,n0,phase,Ipilimumab (Yervoy) + nivolumab (Opdivo),Phase 1 (Immunotherapy; cycles),Immunotherapy,cycles,,n_cycles,Y,2
nadina:n1:interval_duration,nadina,n1,interval,Recovery before surgery,Interval: Recovery before surgery,,,,interval_duration,Y,3 weeks (Recovery before surgery)
nadina:n2:procedure_identity,nadina,n2,procedure,Surgery (lymph node dissection),Procedure (Surgery),Surgery,,,procedure_identity,N,Surgery (lymph node dissection) {Surgery}
nadina:n3:interval_duration,nadina,n3,interval,Healing after surgery,Interval: Healing after surgery,,,,interval_duration,Y,4 weeks (Healing after surgery)
nadina:n4:decision_condition,nadina,n4,decision,Pathology response,Decision 1,,,,decision_condition,N,How much living cancer remained?
nadina:n4:branch_set,nadina,n4,decision,Pathology response,Decision 1,,,,branch_set,N,Major response (10 percent or less living cancer) | Less than a major response
nadina:n4.b0.n0:agents,nadina,n4.b0.n0,phase,Surveillance,Phase 2 (Surveillance; ongoing) [branch: Major response (10 percent or less living cancer)],Surveillance,ongoing,open-ended,agents,Y,Surveillance [Surveillance] {Surveillance} [branch: Major response (10 percent or less living cancer)]
nadina:n4.b0.n0:frequency_text,nadina,n4.b0.n0,phase,Surveillance,Phase 2 (Surveillance; ongoing) [branch: Major response (10 percent or less living cancer)],Surveillance,ongoing,open-ended,frequency_text,N,Exams and scans every 3 to 4 months at first
nadina:n4.b1.n0:agents,nadina,n4.b1.n0,phase,Nivolumab (Opdivo),Phase 3 (Immunotherapy; cycles) [branch: Less than a major response],Immunotherapy,cycles,,agents,Y,Nivolumab (Opdivo) [Nivolumab] {Immunotherapy} [branch: Less than a major response]
nadina:n4.b1.n0:cycle_length,nadina,n4.b1.n0,phase,Nivolumab (Opdivo),Phase 3 (Immunotherapy; cycles) [branch: Less than a major response],Immunotherapy,cycles,,cycle_length,Y,28 days
nadina:n4.b1.n0:n_cycles,nadina,n4.b1.n0,phase,Nivolumab (Opdivo),Phase 3 (Immunotherapy; cycles) [branch: Less than a major response],Immunotherapy,cycles,,n_cycles,Y,11
nadina:pathway:sequence,nadina,pathway,pathway,"NADINA: ipilimumab + nivolumab ×2, surgery, adjuvant therapy only without a major response",Sequence of steps,,,,sequence,N,Ipilimumab (Yervoy) + nivolumab (Opdivo) -> Recovery before surgery -> Surgery (lymph node dissection) -> Healing after surgery -> Decision(Pathology response){Major response (10 percent or less living cancer): [Surveillance]; Less than a major response: [Nivolumab (Opdivo)]}
s1801:n0:agents,s1801,n0,phase,Pembrolizumab (Keytruda),Phase 1 (Immunotherapy; cycles),Immunotherapy,cycles,,agents,Y,Pembrolizumab (Keytruda) [Pembrolizumab] {Immunotherapy}
s1801:n0:cycle_length,s1801,n0,phase,Pembrolizumab (Keytruda),Phase 1 (Immunotherapy; cycles),Immunotherapy,cycles,,cycle_length,Y,21 days
s1801:n0:n_cycles,s1801,n0,phase,Pembrolizumab (Keytruda),Phase 1 (Immunotherapy; cycles),Immunotherapy,cycles,,n_cycles,Y,3
s1801:n1:interval_duration,s1801,n1,interval,Recovery before surgery,Interval: Recovery before surgery,,,,interval_duration,Y,3 weeks (Recovery before surgery)
s1801:n2:procedure_identity,s1801,n2,procedure,Surgery,Procedure (Surgery),Surgery,,,procedure_identity,N,Surgery {Surgery}
s1801:n3:interval_duration,s1801,n3,interval,Healing after surgery,Interval: Healing after surgery,,,,interval_duration,Y,4 weeks (Healing after surgery)
s1801:n4:agents,s1801,n4,phase,Pembrolizumab (Keytruda),Phase 2 (Immunotherapy; cycles),Immunotherapy,cycles,,agents,Y,Pembrolizumab (Keytruda) [Pembrolizumab] {Immunotherapy}
s1801:n4:cycle_length,s1801,n4,phase,Pembrolizumab (Keytruda),Phase 2 (Immunotherapy; cycles),Immunotherapy,cycles,,cycle_length,Y,21 days
s1801:n4:n_cycles,s1801,n4,phase,Pembrolizumab (Keytruda),Phase 2 (Immunotherapy; cycles),Immunotherapy,cycles,,n_cycles,Y,15
s1801:n5:agents,s1801,n5,phase,Surveillance,Phase 3 (Surveillance; ongoing),Surveillance,ongoing,open-ended,agents,Y,Surveillance [Surveillance] {Surveillance}
s1801:n5:frequency_text,s1801,n5,phase,Surveillance,Phase 3 (Surveillance; ongoing),Surveillance,ongoing,open-ended,frequency_text,N,Exams and scans every 3 to 6 months
s1801:pathway:sequence,s1801,pathway,pathway,"SWOG S1801: pembrolizumab ×3, surgery, pembrolizumab ×15",Sequence of steps,,,,sequence,N,Pembrolizumab (Keytruda) -> Recovery before surgery -> Surgery -> Healing after surgery -> Pembrolizumab (Keytruda) -> Surveillance
combiad:n0:procedure_identity,combiad,n0,procedure,Surgery (wide excision with lymph node surgery),Procedure (Surgery),Surgery,,,procedure_identity,N,Surgery (wide excision with lymph node surgery) {Surgery}
combiad:n1:interval_duration,combiad,n1,interval,Healing after surgery,Interval: Healing after surgery,,,,interval_duration,Y,6 weeks (Healing after surgery)
combiad:n2:agents,combiad,n2,phase,Dabrafenib (Tafinlar) + trametinib (Mekinist),Phase 1 (Targeted therapy; daily),Targeted therapy,daily,,agents,Y,Dabrafenib (Tafinlar) + trametinib (Mekinist) [Dabrafenib + trametinib] {Targeted therapy}
combiad:n2:duration,combiad,n2,phase,Dabrafenib (Tafinlar) + trametinib (Mekinist),Phase 1 (Targeted therapy; daily),Targeted therapy,daily,,duration,Y,52 weeks (daily)
combiad:n2:frequency_text,combiad,n2,phase,Dabrafenib (Tafinlar) + trametinib (Mekinist),Phase 1 (Targeted therapy; daily),Targeted therapy,daily,,frequency_text,N,Tablets twice daily (dabrafenib) and once daily (trametinib); clinic visits monthly at first
combiad:n3:agents,combiad,n3,phase,Surveillance,Phase 2 (Surveillance; ongoing),Surveillance,ongoing,open-ended,agents,Y,Surveillance [Surveillance] {Surveillance}
combiad:n3:frequency_text,combiad,n3,phase,Surveillance,Phase 2 (Surveillance; ongoing),Surveillance,ongoing,open-ended,frequency_text,N,"Skin exams every 3 to 6 months, scans as advised"
combiad:pathway:sequence,combiad,pathway,pathway,"Surgery, then dabrafenib + trametinib for one year (BRAF V600)",Sequence of steps,,,,sequence,N,Surgery (wide excision with lymph node surgery) -> Healing after surgery -> Dabrafenib (Tafinlar) + trametinib (Mekinist) -> Surveillance
mel-adj-io:n0:procedure_identity,mel-adj-io,n0,procedure,Surgery (wide excision with lymph node surgery),Procedure (Surgery),Surgery,,,procedure_identity,N,Surgery (wide excision with lymph node surgery) {Surgery}
mel-adj-io:n1:interval_duration,mel-adj-io,n1,interval,Healing after surgery,Interval: Healing after surgery,,,,interval_duration,Y,6 weeks (Healing after surgery)
mel-adj-io:n2:agents,mel-adj-io,n2,phase,Pembrolizumab (Keytruda),Phase 1 (Immunotherapy; cycles),Immunotherapy,cycles,,agents,Y,Pembrolizumab (Keytruda) [Pembrolizumab] {Immunotherapy}
mel-adj-io:n2:cycle_length,mel-adj-io,n2,phase,Pembrolizumab (Keytruda),Phase 1 (Immunotherapy; cycles),Immunotherapy,cycles,,cycle_length,Y,21 days
mel-adj-io:n2:n_cycles,mel-adj-io,n2,phase,Pembrolizumab (Keytruda),Phase 1 (Immunotherapy; cycles),Immunotherapy,cycles,,n_cycles,Y,18
mel-adj-io:n3:agents,mel-adj-io,n3,phase,Surveillance,Phase 2 (Surveillance; ongoing),Surveillance,ongoing,open-ended,agents,Y,Surveillance [Surveillance] {Surveillance}
mel-adj-io:n3:frequency_text,mel-adj-io,n3,phase,Surveillance,Phase 2 (Surveillance; ongoing),Surveillance,ongoing,open-ended,frequency_text,N,"Skin exams every 3 to 6 months, scans as advised"
mel-adj-io:pathway:sequence,mel-adj-io,pathway,pathway,"Surgery, then adjuvant pembrolizumab (or nivolumab) for one year",Sequence of steps,,,,sequence,N,Surgery (wide excision with lymph node surgery) -> Healing after surgery -> Pembrolizumab (Keytruda) -> Surveillance
ruby:n0:procedure_identity,ruby,n0,procedure,Surgery (hysterectomy and removal of visible cancer),Procedure (Surgery),Surgery,,,procedure_identity,N,Surgery (hysterectomy and removal of visible cancer) {Surgery}
ruby:n1:interval_duration,ruby,n1,interval,Healing after surgery,Interval: Healing after surgery,,,,interval_duration,Y,4 weeks (Healing after surgery)
ruby:n2:agents,ruby,n2,phase,Carboplatin + paclitaxel + dostarlimab (Jemperli),Phase 1 (Chemotherapy; Immunotherapy; cycles),Chemotherapy; Immunotherapy,cycles,,agents,Y,Carboplatin + paclitaxel + dostarlimab (Jemperli) [Carbo + paclitaxel + immunotherapy] {Chemotherapy; Immunotherapy}
ruby:n2:cycle_length,ruby,n2,phase,Carboplatin + paclitaxel + dostarlimab (Jemperli),Phase 1 (Chemotherapy; Immunotherapy; cycles),Chemotherapy; Immunotherapy,cycles,,cycle_length,Y,21 days
ruby:n2:n_cycles,ruby,n2,phase,Carboplatin + paclitaxel + dostarlimab (Jemperli),Phase 1 (Chemotherapy; Immunotherapy; cycles),Chemotherapy; Immunotherapy,cycles,,n_cycles,Y,6
ruby:n3:agents,ruby,n3,phase,Dostarlimab maintenance,Phase 2 (Immunotherapy; cycles),Immunotherapy,cycles,,agents,Y,Dostarlimab maintenance [Dostarlimab] {Immunotherapy}
ruby:n3:cycle_length,ruby,n3,phase,Dostarlimab maintenance,Phase 2 (Immunotherapy; cycles),Immunotherapy,cycles,,cycle_length,Y,42 days
ruby:n3:n_cycles,ruby,n3,phase,Dostarlimab maintenance,Phase 2 (Immunotherapy; cycles),Immunotherapy,cycles,,n_cycles,Y,23
ruby:n4:agents,ruby,n4,phase,Surveillance,Phase 3 (Surveillance; ongoing),Surveillance,ongoing,open-ended,agents,Y,Surveillance [Surveillance] {Surveillance}
ruby:n4:frequency_text,ruby,n4,phase,Surveillance,Phase 3 (Surveillance; ongoing),Surveillance,ongoing,open-ended,frequency_text,N,Visits and scans every 3 to 6 months
ruby:pathway:sequence,ruby,pathway,pathway,"Surgery, carboplatin + paclitaxel + dostarlimab ×6, then dostarlimab for up to 3 years (RUBY)",Sequence of steps,,,,sequence,N,Surgery (hysterectomy and removal of visible cancer) -> Healing after surgery -> Carboplatin + paclitaxel + dostarlimab (Jemperli) -> Dostarlimab maintenance -> Surveillance
portec2:n0:procedure_identity,portec2,n0,procedure,Surgery (hysterectomy),Procedure (Surgery),Surgery,,,procedure_identity,N,Surgery (hysterectomy) {Surgery}
portec2:n1:interval_duration,portec2,n1,interval,Healing after surgery,Interval: Healing after surgery,,,,interval_duration,Y,6 weeks (Healing after surgery)
portec2:n2:agents,portec2,n2,phase,Vaginal brachytherapy (internal radiation),Phase 1 (Radiation; cycles),Radiation,cycles,,agents,Y,Vaginal brachytherapy (internal radiation) [Brachytherapy] {Radiation}
portec2:n2:cycle_length,portec2,n2,phase,Vaginal brachytherapy (internal radiation),Phase 1 (Radiation; cycles),Radiation,cycles,,cycle_length,Y,7 days
portec2:n2:n_cycles,portec2,n2,phase,Vaginal brachytherapy (internal radiation),Phase 1 (Radiation; cycles),Radiation,cycles,,n_cycles,Y,3
portec2:n3:agents,portec2,n3,phase,Surveillance,Phase 2 (Surveillance; ongoing),Surveillance,ongoing,open-ended,agents,Y,Surveillance [Surveillance] {Surveillance}
portec2:n3:frequency_text,portec2,n3,phase,Surveillance,Phase 2 (Surveillance; ongoing),Surveillance,ongoing,open-ended,frequency_text,N,"Visits and exams every 3 to 6 months, then yearly"
portec2:pathway:sequence,portec2,pathway,pathway,"Surgery, then vaginal brachytherapy (PORTEC-2)",Sequence of steps,,,,sequence,N,Surgery (hysterectomy) -> Healing after surgery -> Vaginal brachytherapy (internal radiation) -> Surveillance
ov-pds:n0:procedure_identity,ov-pds,n0,procedure,Surgery (debulking),Procedure (Surgery),Surgery,,,procedure_identity,N,Surgery (debulking) {Surgery}
ov-pds:n1:interval_duration,ov-pds,n1,interval,Healing after surgery,Interval: Healing after surgery,,,,interval_duration,Y,4 weeks (Healing after surgery)
ov-pds:n2:agents,ov-pds,n2,phase,Carboplatin + paclitaxel,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,agents,Y,Carboplatin + paclitaxel [Carboplatin + paclitaxel] {Chemotherapy}
ov-pds:n2:cycle_length,ov-pds,n2,phase,Carboplatin + paclitaxel,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,cycle_length,Y,21 days
ov-pds:n2:n_cycles,ov-pds,n2,phase,Carboplatin + paclitaxel,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,n_cycles,Y,6
ov-pds:n3:agents,ov-pds,n3,phase,"Bevacizumab (Avastin), if used",Phase 2 (Targeted therapy; cycles),Targeted therapy,cycles,optional; off by default; concurrent,agents,Y,"Bevacizumab (Avastin), if used [Bevacizumab] {Targeted therapy}"
ov-pds:n3:cycle_length,ov-pds,n3,phase,"Bevacizumab (Avastin), if used",Phase 2 (Targeted therapy; cycles),Targeted therapy,cycles,optional; off by default; concurrent,cycle_length,Y,21 days
ov-pds:n3:n_cycles,ov-pds,n3,phase,"Bevacizumab (Avastin), if used",Phase 2 (Targeted therapy; cycles),Targeted therapy,cycles,optional; off by default; concurrent,n_cycles,Y,5
ov-pds:n4:decision_condition,ov-pds,n4,decision,Tumor test result (BRCA and HRD),Decision 1,,,,decision_condition,N,What did the tumor's gene tests show?
ov-pds:n4:branch_set,ov-pds,n4,decision,Tumor test result (BRCA and HRD),Decision 1,,,,branch_set,N,BRCA mutation or HRD-positive | No BRCA mutation and HRD-negative
ov-pds:n4.b0.n0:agents,ov-pds,n4.b0.n0,phase,Olaparib (Lynparza) tablets for 2 years,Phase 3 (Targeted therapy; daily) [branch: BRCA mutation or HRD-positive],Targeted therapy,daily,optional,agents,Y,Olaparib (Lynparza) tablets for 2 years [Olaparib] {Targeted therapy} [branch: BRCA mutation or HRD-positive]
ov-pds:n4.b0.n0:duration,ov-pds,n4.b0.n0,phase,Olaparib (Lynparza) tablets for 2 years,Phase 3 (Targeted therapy; daily) [branch: BRCA mutation or HRD-positive],Targeted therapy,daily,optional,duration,Y,104 weeks (daily)
ov-pds:n4.b0.n1:agents,ov-pds,n4.b0.n1,phase,Niraparib (Zejula) tablets for 3 years,Phase 4 (Targeted therapy; daily) [branch: BRCA mutation or HRD-positive],Targeted therapy,daily,optional; off by default,agents,Y,Niraparib (Zejula) tablets for 3 years [Niraparib] {Targeted therapy} [branch: BRCA mutation or HRD-positive]
ov-pds:n4.b0.n1:duration,ov-pds,n4.b0.n1,phase,Niraparib (Zejula) tablets for 3 years,Phase 4 (Targeted therapy; daily) [branch: BRCA mutation or HRD-positive],Targeted therapy,daily,optional; off by default,duration,Y,156 weeks (daily)
ov-pds:n4.b1.n0:agents,ov-pds,n4.b1.n0,phase,"Bevacizumab (Avastin) maintenance, if used",Phase 5 (Targeted therapy; cycles) [branch: No BRCA mutation and HRD-negative],Targeted therapy,cycles,optional; off by default,agents,Y,"Bevacizumab (Avastin) maintenance, if used [Bevacizumab] {Targeted therapy} [branch: No BRCA mutation and HRD-negative]"
ov-pds:n4.b1.n0:cycle_length,ov-pds,n4.b1.n0,phase,"Bevacizumab (Avastin) maintenance, if used",Phase 5 (Targeted therapy; cycles) [branch: No BRCA mutation and HRD-negative],Targeted therapy,cycles,optional; off by default,cycle_length,Y,21 days
